AREA_NAME,YEAR,CATEGORY,AUTO_THEFT_COORDINATED,AUTO_THEFT_RECOVERED,AUTO_THEFT_STOLEN
UTTAR PRADESH,2006, CAR/TAXI/JEEP,6,390,1458
UTTARAKHAND,2006, CAR/TAXI/JEEP,0,29,101
WEST BENGAL,2006, CAR/TAXI/JEEP,14,92,298
ANDHRA PRADESH,2006, BUSES,2,14,24
ARUNACHAL PRADESH,2006, BUSES,0,0,0
ASSAM,2006, BUSES,0,4,4
BIHAR,2006, BUSES,0,0,2
CHANDIGARH,2006, BUSES,0,0,0
CHHATTISGARH,2006, BUSES,0,18,28
DELHI,2006, BUSES,0,1,5
GUJARAT,2006, BUSES,1,3,8
HARYANA,2006, BUSES,0,10,14
HIMACHAL PRADESH,2006, BUSES,3,3,3
JAMMU & KASHMIR,2006, BUSES,0,0,0
JHARKHAND,2006, BUSES,0,0,1
KARNATAKA,2006, BUSES,0,4,15
KERALA,2006, BUSES,0,6,15
MADHYA PRADESH,2006, BUSES,0,0,0
MAHARASHTRA,2006, BUSES,7,20,46
MANIPUR,2006, BUSES,0,0,0
MEGHALAYA,2006, BUSES,0,0,0
MIZORAM,2006, BUSES,0,1,1
NAGALAND,2006, BUSES,0,0,0
ODISHA,2006, BUSES,0,0,0
PUNJAB,2006, BUSES,0,2,2
RAJASTHAN,2006, BUSES,0,12,24
UTTAR PRADESH,2006, BUSES,0,36,68
WEST BENGAL,2006, BUSES,0,0,1
ANDHRA PRADESH,2006, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,17,23
ARUNACHAL PRADESH,2006, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,0,0
ASSAM,2006, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),3,15,108
BIHAR,2006, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,4,4
CHANDIGARH,2006, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,1,2
CHHATTISGARH,2006, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,0,0
DELHI,2006, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),7,10,164
GOA,2006, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,7,13
GUJARAT,2006, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),5,11,33
HARYANA,2006, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,138,259
HIMACHAL PRADESH,2006, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),3,4,8
JAMMU & KASHMIR,2006, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,8,14
JHARKHAND,2006, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,10,33
KARNATAKA,2006, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),2,34,62
KERALA,2006, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),2,52,133
MADHYA PRADESH,2006, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,0,0
MAHARASHTRA,2006, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),38,108,267
MANIPUR,2006, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,0,0
MEGHALAYA,2006, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,0,0
MIZORAM,2006, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,1,1
NAGALAND,2006, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,0,1
ODISHA,2006, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,3,4
PUDUCHERRY,2006, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,8,9
PUNJAB,2006, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),32,56,106
RAJASTHAN,2006, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,32,91
SIKKIM,2006, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,2,2
TAMIL NADU,2006, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),17,17,17
UTTAR PRADESH,2006, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),1,23,50
UTTARAKHAND,2006, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,6,12
WEST BENGAL,2006, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,14,44
ANDAMAN & NICOBAR ISLANDS,2006, OTHER MOTOR VEHICLES,0,1,1
ANDHRA PRADESH,2006, OTHER MOTOR VEHICLES,2,241,435
ARUNACHAL PRADESH,2006, OTHER MOTOR VEHICLES,0,0,0
ASSAM,2006, OTHER MOTOR VEHICLES,0,69,210
BIHAR,2006, OTHER MOTOR VEHICLES,0,12,268
CHANDIGARH,2006, OTHER MOTOR VEHICLES,0,7,8
CHHATTISGARH,2006, OTHER MOTOR VEHICLES,5,47,129
DELHI,2006, OTHER MOTOR VEHICLES,12,476,540
GOA,2006, OTHER MOTOR VEHICLES,0,0,2
GUJARAT,2006, OTHER MOTOR VEHICLES,29,78,274
HARYANA,2006, OTHER MOTOR VEHICLES,0,111,236
HIMACHAL PRADESH,2006, OTHER MOTOR VEHICLES,8,15,32
JAMMU & KASHMIR,2006, OTHER MOTOR VEHICLES,1,79,191
JHARKHAND,2006, OTHER MOTOR VEHICLES,0,7,12
KARNATAKA,2006, OTHER MOTOR VEHICLES,1,193,618
KERALA,2006, OTHER MOTOR VEHICLES,0,52,152
MADHYA PRADESH,2006, OTHER MOTOR VEHICLES,11,189,496
MAHARASHTRA,2006, OTHER MOTOR VEHICLES,29,80,145
MANIPUR,2006, OTHER MOTOR VEHICLES,0,2,7
MEGHALAYA,2006, OTHER MOTOR VEHICLES,0,5,13
MIZORAM,2006, OTHER MOTOR VEHICLES,0,3,5
NAGALAND,2006, OTHER MOTOR VEHICLES,0,25,61
ODISHA,2006, OTHER MOTOR VEHICLES,0,10,61
PUDUCHERRY,2006, OTHER MOTOR VEHICLES,0,2,2
PUNJAB,2006, OTHER MOTOR VEHICLES,28,39,75
RAJASTHAN,2006, OTHER MOTOR VEHICLES,0,36,111
TAMIL NADU,2006, OTHER MOTOR VEHICLES,69,72,77
TRIPURA,2006, OTHER MOTOR VEHICLES,0,1,1
UTTAR PRADESH,2006, OTHER MOTOR VEHICLES,0,75,202
UTTARAKHAND,2006, OTHER MOTOR VEHICLES,0,4,12
WEST BENGAL,2006, OTHER MOTOR VEHICLES,0,18,68
ANDAMAN & NICOBAR ISLANDS,2007, CYCLES/ SCOOTERS,0,7,8
ANDHRA PRADESH,2007, CYCLES/ SCOOTERS,81,2499,5616
ARUNACHAL PRADESH,2007, CYCLES/ SCOOTERS,7,59,104
ASSAM,2007, CYCLES/ SCOOTERS,21,241,545
BIHAR,2007, CYCLES/ SCOOTERS,0,260,1871
CHANDIGARH,2007, CYCLES/ SCOOTERS,0,119,474
CHHATTISGARH,2007, CYCLES/ SCOOTERS,5,618,1684
DADRA & NAGAR HAVELI,2007, CYCLES/ SCOOTERS,0,3,16
DAMAN & DIU,2007, CYCLES/ SCOOTERS,0,5,22
DELHI,2007, CYCLES/ SCOOTERS,32,774,4641
GOA,2007, CYCLES/ SCOOTERS,3,53,180
GUJARAT,2007, CYCLES/ SCOOTERS,500,1655,7252
HARYANA,2007, CYCLES/ SCOOTERS,94,1498,4746
HIMACHAL PRADESH,2007, CYCLES/ SCOOTERS,7,38,114
JAMMU & KASHMIR,2007, CYCLES/ SCOOTERS,2,65,221
JHARKHAND,2007, CYCLES/ SCOOTERS,3,172,1250
KARNATAKA,2007, CYCLES/ SCOOTERS,105,1573,4877
KERALA,2007, CYCLES/ SCOOTERS,13,413,1298
LAKSHADWEEP,2007, CYCLES/ SCOOTERS,0,2,2
MADHYA PRADESH,2007, CYCLES/ SCOOTERS,395,1910,7864
MAHARASHTRA,2007, CYCLES/ SCOOTERS,888,2961,11189
MANIPUR,2007, CYCLES/ SCOOTERS,0,6,115
MEGHALAYA,2007, CYCLES/ SCOOTERS,0,2,45
MIZORAM,2007, CYCLES/ SCOOTERS,0,29,51
NAGALAND,2007, CYCLES/ SCOOTERS,0,21,117
ODISHA,2007, CYCLES/ SCOOTERS,34,381,1525
PUDUCHERRY,2007, CYCLES/ SCOOTERS,0,172,478
PUNJAB,2007, CYCLES/ SCOOTERS,415,385,1110
RAJASTHAN,2007, CYCLES/ SCOOTERS,100,1170,6574
SIKKIM,2007, CYCLES/ SCOOTERS,3,3,3
TAMIL NADU,2007, CYCLES/ SCOOTERS,1830,2222,2545
TRIPURA,2007, CYCLES/ SCOOTERS,0,13,51
UTTAR PRADESH,2007, CYCLES/ SCOOTERS,59,1660,7579
UTTARAKHAND,2007, CYCLES/ SCOOTERS,106,106,418
WEST BENGAL,2007, CYCLES/ SCOOTERS,47,353,1954
ANDHRA PRADESH,2007, CAR/TAXI/JEEP,0,149,298
ARUNACHAL PRADESH,2007, CAR/TAXI/JEEP,3,4,12
ASSAM,2007, CAR/TAXI/JEEP,11,101,264
BIHAR,2007, CAR/TAXI/JEEP,0,22,61
CHANDIGARH,2007, CAR/TAXI/JEEP,0,96,357
CHHATTISGARH,2007, CAR/TAXI/JEEP,0,40,99
DADRA & NAGAR HAVELI,2007, CAR/TAXI/JEEP,0,0,1
DAMAN & DIU,2007, CAR/TAXI/JEEP,0,2,5
DELHI,2007, CAR/TAXI/JEEP,49,536,3613
GOA,2007, CAR/TAXI/JEEP,2,9,32
GUJARAT,2007, CAR/TAXI/JEEP,64,156,508
HARYANA,2007, CAR/TAXI/JEEP,42,411,1237
HIMACHAL PRADESH,2007, CAR/TAXI/JEEP,10,37,86
JAMMU & KASHMIR,2007, CAR/TAXI/JEEP,0,35,130
JHARKHAND,2007, CAR/TAXI/JEEP,0,77,365
KARNATAKA,2007, CAR/TAXI/JEEP,11,132,546
KERALA,2007, CAR/TAXI/JEEP,6,148,606
MADHYA PRADESH,2007, CAR/TAXI/JEEP,25,177,469
MAHARASHTRA,2007, CAR/TAXI/JEEP,217,467,2219
MANIPUR,2007, CAR/TAXI/JEEP,0,1,12
MEGHALAYA,2007, CAR/TAXI/JEEP,0,3,15
MIZORAM,2007, CAR/TAXI/JEEP,0,10,15
NAGALAND,2007, CAR/TAXI/JEEP,18,9,56
ODISHA,2007, CAR/TAXI/JEEP,3,50,99
PUDUCHERRY,2007, CAR/TAXI/JEEP,0,7,11
PUNJAB,2007, CAR/TAXI/JEEP,157,173,577
RAJASTHAN,2007, CAR/TAXI/JEEP,31,315,1130
SIKKIM,2007, CAR/TAXI/JEEP,0,5,6
TAMIL NADU,2007, CAR/TAXI/JEEP,70,74,100
TRIPURA,2007, CAR/TAXI/JEEP,0,0,2
UTTAR PRADESH,2007, CAR/TAXI/JEEP,0,348,1458
UTTARAKHAND,2007, CAR/TAXI/JEEP,28,28,119
WEST BENGAL,2007, CAR/TAXI/JEEP,9,66,328
ANDHRA PRADESH,2007, BUSES,0,2,2
ARUNACHAL PRADESH,2007, BUSES,0,0,0
ASSAM,2007, BUSES,0,6,8
BIHAR,2007, BUSES,0,0,0
CHANDIGARH,2007, BUSES,0,0,0
CHHATTISGARH,2007, BUSES,0,0,0
DELHI,2007, BUSES,0,2,10
GUJARAT,2007, BUSES,5,10,22
HARYANA,2007, BUSES,2,5,7
HIMACHAL PRADESH,2007, BUSES,2,9,17
JAMMU & KASHMIR,2007, BUSES,0,2,5
KARNATAKA,2007, BUSES,1,13,25
KERALA,2007, BUSES,0,7,10
MADHYA PRADESH,2007, BUSES,8,19,24
MAHARASHTRA,2007, BUSES,1,7,28
MANIPUR,2007, BUSES,0,0,0
MEGHALAYA,2007, BUSES,0,0,0
MIZORAM,2007, BUSES,0,0,0
NAGALAND,2007, BUSES,0,0,0
ODISHA,2007, BUSES,0,0,0
PUNJAB,2007, BUSES,2,4,5
RAJASTHAN,2007, BUSES,0,11,13
TAMIL NADU,2007, BUSES,2,3,3
UTTAR PRADESH,2007, BUSES,0,23,51
WEST BENGAL,2007, BUSES,0,2,2
ANDHRA PRADESH,2007, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,29,44
ARUNACHAL PRADESH,2007, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,0,0
ASSAM,2007, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),6,31,136
BIHAR,2007, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,4,5
CHANDIGARH,2007, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,5,17
CHHATTISGARH,2007, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,0,0
DADRA & NAGAR HAVELI,2007, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,1,2
DAMAN & DIU,2007, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,0,1
DELHI,2007, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),2,13,153
GOA,2007, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,3,8
GUJARAT,2007, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),8,10,33
HARYANA,2007, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),7,161,421
HIMACHAL PRADESH,2007, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,15,41
JAMMU & KASHMIR,2007, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,14,19
JHARKHAND,2007, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,0,0
KARNATAKA,2007, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),3,31,67
KERALA,2007, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),1,31,100
MADHYA PRADESH,2007, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),9,51,122
MAHARASHTRA,2007, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),49,124,376
MANIPUR,2007, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,0,1
MEGHALAYA,2007, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,1,12
MIZORAM,2007, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,0,0
NAGALAND,2007, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,0,0
ODISHA,2007, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,3,13
PUDUCHERRY,2007, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,4,6
PUNJAB,2007, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),73,65,157
RAJASTHAN,2007, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),2,53,106
SIKKIM,2007, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,2,2
TAMIL NADU,2007, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),43,56,59
TRIPURA,2007, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,1,1
UTTAR PRADESH,2007, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),5,54,139
UTTARAKHAND,2007, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),2,2,4
WEST BENGAL,2007, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),2,4,22
ANDHRA PRADESH,2007, OTHER MOTOR VEHICLES,11,168,349
ARUNACHAL PRADESH,2007, OTHER MOTOR VEHICLES,0,0,0
ASSAM,2007, OTHER MOTOR VEHICLES,4,218,848
BIHAR,2007, OTHER MOTOR VEHICLES,0,37,456
CHANDIGARH,2007, OTHER MOTOR VEHICLES,0,2,5
CHHATTISGARH,2007, OTHER MOTOR VEHICLES,0,58,150
DELHI,2007, OTHER MOTOR VEHICLES,4,457,457
GUJARAT,2007, OTHER MOTOR VEHICLES,22,60,204
HARYANA,2007, OTHER MOTOR VEHICLES,27,149,325
HIMACHAL PRADESH,2007, OTHER MOTOR VEHICLES,1,5,7
JAMMU & KASHMIR,2007, OTHER MOTOR VEHICLES,0,49,139
JHARKHAND,2007, OTHER MOTOR VEHICLES,0,20,123
KARNATAKA,2007, OTHER MOTOR VEHICLES,10,209,558
KERALA,2007, OTHER MOTOR VEHICLES,0,44,96
MADHYA PRADESH,2007, OTHER MOTOR VEHICLES,21,140,343
MAHARASHTRA,2007, OTHER MOTOR VEHICLES,147,36,98
MANIPUR,2007, OTHER MOTOR VEHICLES,0,2,29
MEGHALAYA,2007, OTHER MOTOR VEHICLES,0,3,21
MIZORAM,2007, OTHER MOTOR VEHICLES,0,2,4
NAGALAND,2007, OTHER MOTOR VEHICLES,0,5,60
ODISHA,2007, OTHER MOTOR VEHICLES,0,24,96
PUDUCHERRY,2007, OTHER MOTOR VEHICLES,0,3,3
PUNJAB,2007, OTHER MOTOR VEHICLES,40,96,213
RAJASTHAN,2007, OTHER MOTOR VEHICLES,10,44,110
TAMIL NADU,2007, OTHER MOTOR VEHICLES,138,149,181
TRIPURA,2007, OTHER MOTOR VEHICLES,0,1,1
UTTAR PRADESH,2007, OTHER MOTOR VEHICLES,2,93,258
UTTARAKHAND,2007, OTHER MOTOR VEHICLES,2,2,4
WEST BENGAL,2007, OTHER MOTOR VEHICLES,1,21,118
ANDAMAN & NICOBAR ISLANDS,2008, CYCLES/ SCOOTERS,0,6,10
ANDHRA PRADESH,2008, CYCLES/ SCOOTERS,0,3316,6993
ARUNACHAL PRADESH,2008, CYCLES/ SCOOTERS,7,27,43
ASSAM,2008, CYCLES/ SCOOTERS,52,134,1255
BIHAR,2008, CYCLES/ SCOOTERS,0,340,2445
CHANDIGARH,2008, CYCLES/ SCOOTERS,0,135,662
CHHATTISGARH,2008, CYCLES/ SCOOTERS,0,428,1645
DADRA & NAGAR HAVELI,2008, CYCLES/ SCOOTERS,0,3,8
DAMAN & DIU,2008, CYCLES/ SCOOTERS,0,11,24
DELHI,2008, CYCLES/ SCOOTERS,4,754,5936
GOA,2008, CYCLES/ SCOOTERS,4,67,213
GUJARAT,2008, CYCLES/ SCOOTERS,637,1972,8976
HARYANA,2008, CYCLES/ SCOOTERS,300,1618,5779
HIMACHAL PRADESH,2008, CYCLES/ SCOOTERS,23,48,153
JAMMU & KASHMIR,2008, CYCLES/ SCOOTERS,4,78,430
JHARKHAND,2008, CYCLES/ SCOOTERS,0,280,2156
KARNATAKA,2008, CYCLES/ SCOOTERS,313,1679,7552
KERALA,2008, CYCLES/ SCOOTERS,40,423,1329
LAKSHADWEEP,2008, CYCLES/ SCOOTERS,1,1,1
MADHYA PRADESH,2008, CYCLES/ SCOOTERS,0,1997,10088
MAHARASHTRA,2008, CYCLES/ SCOOTERS,693,2803,13589
MANIPUR,2008, CYCLES/ SCOOTERS,10,5,232
MEGHALAYA,2008, CYCLES/ SCOOTERS,0,7,47
MIZORAM,2008, CYCLES/ SCOOTERS,0,19,25
NAGALAND,2008, CYCLES/ SCOOTERS,0,7,121
ODISHA,2008, CYCLES/ SCOOTERS,0,582,1771
PUDUCHERRY,2008, CYCLES/ SCOOTERS,0,147,418
PUNJAB,2008, CYCLES/ SCOOTERS,426,463,1307
RAJASTHAN,2008, CYCLES/ SCOOTERS,250,1216,7837
SIKKIM,2008, CYCLES/ SCOOTERS,1,1,1
TAMIL NADU,2008, CYCLES/ SCOOTERS,2035,2672,3424
TRIPURA,2008, CYCLES/ SCOOTERS,0,15,54
UTTAR PRADESH,2008, CYCLES/ SCOOTERS,209,1702,8419
UTTARAKHAND,2008, CYCLES/ SCOOTERS,0,127,506
WEST BENGAL,2008, CYCLES/ SCOOTERS,0,356,2158
ANDHRA PRADESH,2008, CAR/TAXI/JEEP,0,165,300
ARUNACHAL PRADESH,2008, CAR/TAXI/JEEP,0,10,17
ASSAM,2008, CAR/TAXI/JEEP,7,86,508
BIHAR,2008, CAR/TAXI/JEEP,0,31,134
CHANDIGARH,2008, CAR/TAXI/JEEP,0,108,426
CHHATTISGARH,2008, CAR/TAXI/JEEP,0,145,405
DADRA & NAGAR HAVELI,2008, CAR/TAXI/JEEP,0,0,1
DAMAN & DIU,2008, CAR/TAXI/JEEP,0,3,8
DELHI,2008, CAR/TAXI/JEEP,1,486,4388
GOA,2008, CAR/TAXI/JEEP,0,6,20
GUJARAT,2008, CAR/TAXI/JEEP,55,103,593
HARYANA,2008, CAR/TAXI/JEEP,53,434,1534
HIMACHAL PRADESH,2008, CAR/TAXI/JEEP,18,39,119
JAMMU & KASHMIR,2008, CAR/TAXI/JEEP,0,30,163
JHARKHAND,2008, CAR/TAXI/JEEP,0,42,277
KARNATAKA,2008, CAR/TAXI/JEEP,34,234,813
KERALA,2008, CAR/TAXI/JEEP,13,92,452
MADHYA PRADESH,2008, CAR/TAXI/JEEP,0,157,454
MAHARASHTRA,2008, CAR/TAXI/JEEP,86,256,2459
MANIPUR,2008, CAR/TAXI/JEEP,2,4,59
MEGHALAYA,2008, CAR/TAXI/JEEP,0,13,53
MIZORAM,2008, CAR/TAXI/JEEP,0,12,15
NAGALAND,2008, CAR/TAXI/JEEP,0,7,89
ODISHA,2008, CAR/TAXI/JEEP,0,30,125
PUDUCHERRY,2008, CAR/TAXI/JEEP,0,2,13
PUNJAB,2008, CAR/TAXI/JEEP,110,208,641
RAJASTHAN,2008, CAR/TAXI/JEEP,66,232,1223
SIKKIM,2008, CAR/TAXI/JEEP,0,6,6
TAMIL NADU,2008, CAR/TAXI/JEEP,121,135,200
TRIPURA,2008, CAR/TAXI/JEEP,0,2,3
UTTAR PRADESH,2008, CAR/TAXI/JEEP,58,334,1546
UTTARAKHAND,2008, CAR/TAXI/JEEP,0,26,124
WEST BENGAL,2008, CAR/TAXI/JEEP,0,76,272
ANDAMAN & NICOBAR ISLANDS,2008, BUSES,0,1,1
ANDHRA PRADESH,2008, BUSES,0,3,3
ARUNACHAL PRADESH,2008, BUSES,0,0,0
ASSAM,2008, BUSES,0,2,4
BIHAR,2008, BUSES,0,0,2
CHANDIGARH,2008, BUSES,0,0,1
CHHATTISGARH,2008, BUSES,0,0,0
DELHI,2008, BUSES,0,1,8
GOA,2008, BUSES,0,1,1
GUJARAT,2008, BUSES,8,10,21
HARYANA,2008, BUSES,1,7,8
HIMACHAL PRADESH,2008, BUSES,0,0,0
JAMMU & KASHMIR,2008, BUSES,0,0,0
JHARKHAND,2008, BUSES,0,0,1
KARNATAKA,2008, BUSES,1,3,4
KERALA,2008, BUSES,0,3,5
MAHARASHTRA,2008, BUSES,2,3,22
MANIPUR,2008, BUSES,0,0,0
MEGHALAYA,2008, BUSES,0,0,0
MIZORAM,2008, BUSES,0,0,0
NAGALAND,2008, BUSES,0,0,0
ODISHA,2008, BUSES,0,0,0
